"Numeral" "ID" "PRESTADOR" "NIT" "EXPEDIENTES" "COD_DANE" "DPTO" "Municipio de Correspondencia" "SERVICIOS" "REPRESENTANTE LEGAL" "DIRECCION" "CORREO ELECTRONICO" "TELEFONO 1" "TELEFONO 2" "CELULAR" "CLASIFICACION" "AREA DE PRESTACION" "TIPO PRESTADOR" "ORDEN" "NATURALEZA JURIDICA" "CLASE" "FECHA DE INICIO DE ACTIVIDADES" "ACUEDUCTO CAPTACION" "ACUEDUCTO ADUCCION" "ACUEDUCTO TRATAMIENTO" "ACUEDUCTO ALMACENAMIENTO" "ACUEDUCTO CONDUCCION" "ACUEDUCTO DISTRIBUCION" "ACUEDUCTO COMERCIALIZACION" "ALCANTARILLADO RECOLECCION" "ALCANTARILLADO CONDUCCION DE RESIDUOS LIQUIDOS" "ALCANTARILLADO TRATAMIENTO" "ALCANTARILLADO DISPOSICION FINAL" "ALCANTARILLADO COMERCIALIZACION" "ASEO RECOLECCION Y TRANSPORTE" "ASEO BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "ASEO LAVADO DE AREAS PUBLICAS" "ASEO CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "ASEO APROVECHAMIENTO" "ASEO DISPOSICION FINAL" "ASEO LIMPIEZA DE PLAYAS" "ASEO TRANSFERENCIA" "ULTIMO TRAMITE RUPS" "MOTIVO" "ESTADO" "EN VIGILANCIA" "OBSERVACIONES" "Municipios Prestacion"
"1280" 22350 "JUNTA DE ACCION COMUNAL DE LA VEREDA CARDONAL" 9000258546 "2019460351701341E" 25200 "CUNDINAMARCA" "COGUA" "ACUEDUCTO" "POVEDA POVEDA ALVARO" "VEREDA CARDONAL FINCA EL PARAISO" "acueductosveredales@yahoo.com" "8548999" 8548121 3153493152 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA DE ACCION COMUNAL" "PRIVADA" "25126" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40144" "Actualizacion" "APROBADA" "SI" NA "COGUA"
"1281" 22366 "SERVIULLOA ESP SA" 9002358482 "2019460351701342E" 76845 "VALLE DEL CAUCA" "ULLOA" "ALCANTARILLADO,ASEO" "JULIETH ALEXANDRA VELASQUEZ BEDOYA" "Calle 5 No 2-07" "serviulloa@hotmail.com" "3122896719" 2075150 3177847345 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "0" "SOCIEDAD ANONIMA" "MIXTA" "39664" "0" "0" "0" "0" "0" "0" "0" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "42906" "Actualizacion" "CERTIFICADA" "SI" NA "ULLOA"
"1282" 22368 "ASOCIACION DE USUARIOS DEL ACUEDUCTO MULTIVEREDAL HONDA FLORESTA SANTA ANA DEL MUNICIPIO DE SAN VICENTE FERRER ANTIOQUIA" 9002029883 "2019460351701343E" 5674 "ANTIOQUIA" "SAN VICENTE" "ACUEDUCTO" "CASTANO QUINTERO CARLOS ARTURO" "VEREDA HONDA FLORESTA SANTA ANA" "lina.castano18@gmail.com" "5461616" 4128368 3128349267 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "39573" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43547" "Actualizacion" "CERTIFICADA" "SI" NA "SAN VICENTE"
"1283" 22372 "ADMINISTRACION COOPERATIVA MARAVELEZ ALCALA E.S.P." 8210011398 "2019460351701344E" 76020 "VALLE DEL CAUCA" "ALCALA" "ACUEDUCTO" "CESAR AUGUSTO GARCIA CARMONA" "Calle No. 9 - 28" "coomaravelez@gmail.com" "2004668" 2004668 3164497301 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "COOPERATIVA" "PRIVADA" "35865" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43662" "Actualizacion" "ceRTIFICADA" "SI" NA "ALCALA"
"1284" 22374 "ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO DE LOS SECTORES LA BRETANA LA MARINA PUENTE NEGRO Y EL ROSAL" 8160033030 "2019460351701345E" 66687 "RISARALDA" "SANTUARIO" "ACUEDUCTO" "uribe rendon orlando de jesus" "estacion de policia la marina" "acueductolamarina@hotmail.com" "3687788" 3286220 3126087204 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "35867" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43179" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "SANTUARIO"
"1285" 22375 "ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE MALLAMA" 9002393806 "2019460351701346E" 52435 "NARINO" "MALLAMA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "RICAURTE MUNOZ SANDRA JOHANA" "PIEDRANCHA CASA 23 MALLAMA" "coopsermallama@hotmail.com" "3127524" 3127524 3217184308 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR EN MUNICIPIO MENOR" "COOPERATIVA" "PRIVADA" "39661" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "0" "0" "43476" "Actualizacion" "CERTIFICADA" "SI" NA "MALLAMA"
"1286" 22376 "COOPERATIVA DE SERVICIOS PUBLICOS DE TIMBIQUI" 9002273377 "2019460351701347E" 19809 "CAUCA" "TIMBIQUI" "ACUEDUCTO,ALCANTARILLADO,ASEO" "GOMEZ HERRERA YOLIMA" "TIMBIQUI" "yohohe78@yahoo.es" "8403005" 8403006 3147644357 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR EN MUNICIPIO MENOR" "COOPERATIVA" "PRIVADA" "08 / sep / 2008" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "0" "0" "0" "0" "DISPOSICION FINAL" "0" "0" "40973" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "TIMBIQUI"
"1287" 22380 "ASOCIACION DE USUARIOS DEL ACUEDUCTO DEL LAS VEREDAS PASTOR OSPINA Y FLORES" 8320040291 "2019460351701348E" 25322 "CUNDINAMARCA" "GUASCA" "ACUEDUCTO" "ROMERO JIMENEZ JOSE GUILLERMO" "KILOMETRO 3 VIA GACHETA (EL UVAL)" "acueductopasflor@hotmail.com" "8835310" 8835310 3212097081 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "33361" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43028" "Actualizacion" "APROBADA" "SI" NA "GUASCA"
"1288" 22385 "ASOCIACION ACUEDUCTO POZO PROFUNDO VEREDA LA CONCEPCION MUNICIPIO DE COMBITA" 9002412771 "2019460351701349E" 15204 "BOYACA" "COMBITA" "ACUEDUCTO" "HERNANDEZ SARMIENTO OLIVERIO" "Calle 3 NO 6 - 22" "asocia@hotmail.com" "7310081" 7310081 3212328400 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "01 / sep / 2008" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40779" "Inscripción" "APROBADA" "SI" NA "COMBITA"
"1289" 22386 "EMPRESAS PUBLICAS DE LA ARGENTINA SOCIEDAD ANONIMA" 9002394718 "2019460351701350E" 41378 "HUILA" "LA ARGENTINA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "JOHN EDISON GOMEZ ROBLEDO" "Calle 6 No 3-66" "empuargsaesp@hotmail.com" "8311609" 8311608 3208572013 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "39750" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "APROVECHAMIENTO" "0" "0" "0" "43663" "Actualizacion" "CERTIFICADA" "SI" NA "LA ARGENTINA"
"1290" 22391 "ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO LOS CHANCOS SAN PEDRO VALLE" 8210028368 "2019460351701351E" 76670 "VALLE DEL CAUCA" "SAN PEDRO" "ACUEDUCTO" "TASCON LOZANO JIMMY GRACIANO" "CORREGIMIENTO LOS CHANCOS" "jgtascon@davivienda.com" "2009177" 2244412 3148301698 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "37424" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43624" "Actualizacion" "CERTIFICADA" "SI" NA "SAN PEDRO"
"1291" 22396 "ACUEDUCTO ALCANTARILLADO Y ASEO DE PIAMONTE S.A. E.S.P." 9002294288 "2019460351701352E" 19533 "CAUCA" "PIAMONTE" "ACUEDUCTO,ALCANTARILLADO,ASEO" "DIAZ COLLAZOS MARIA CRUZ" "parque central" "maria-cruz-03@hotmail.com" "4362258" 4362258 3212592580 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "0" "SOCIEDAD ANONIMA" "MIXTA" "39674" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "DISPOSICION FINAL" "TRATAMIENTO" "0" "42924" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "PIAMONTE"
"1292" 22397 "ACUEDUCTO REGIONAL RURAL DEL MUNICIPIO DE FILANDIA DEPARTAMENTO DEL QUINDIO" 8010003372 "2019460351701353E" 63272 "QUINDIO" "FILANDIA" "ACUEDUCTO" "GILMESIAS RAMIREZ HERRERA" "Carrera 5 Lote 4 Zona Hospital" "acueductoregionalfilandia@hotmail.com" "3126782165" 3126782165 3116367954 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "35837" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43620" "Actualizacion" "CERTIFICADA" "SI" NA "FILANDIA"
"1293" 22398 "EMPRESA DE SERVICIOS PUBLICOS DE SALADOBLANCO S.A.S" 9002453294 "2019460351701354E" 41660 "HUILA" "SALADOBLANCO" "ACUEDUCTO,ALCANTARILLADO,ASEO" "MARIA YINETH GUAÑARITA ORTIZ" "Calle 2 No. 4 -10" "emsepusasasesp@gmail.com" "8323013" 8323014 3204100955 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA SIMPLIFICADA" "OFICIAL" "01 / sep / 2008" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "APROVECHAMIENTO" "0" "0" "0" "43621" "Actualizacion" "CERTIFICADA" "SI" NA "SALADOBLANCO"
"1294" 22399 "JUNTA ADMINISTRADORA DE ACUEDUCTO AGUA CLARA CARBONERA" 9002432724 "2019460351701355E" 15759 "BOYACA" "SOGAMOSO" "ACUEDUCTO" "Figueredo Morales Hernan" "Vereda Cintas II" "carboneras650@yahoo.es" "7702040" 7702041 3115125941 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "39691" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40403" "Actualizacion" "APROBADA" "SI" NA "SOGAMOSO"
"1295" 22400 "JUNTA ADMINISTRADORA ACUEDUCTO ACUECINTAS" 9002436623 "2019460351701356E" 15759 "BOYACA" "SOGAMOSO" "ACUEDUCTO" "MOLINA GUTIERREZ JOSE" "VEREDA LAS CINTAS 1" "acuecintas477@yahoo.es" "7702040" 7702041 3118167471 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "29 / sep / 2008" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40590" "Actualizacion" "APROBADA" "SI" NA "SOGAMOSO"
"1296" 22402 "ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE EL MUNICIPIO DE EL PENOL" 9002427365 "2019460351701357E" 52254 "NARINO" "EL PENOL" "ACUEDUCTO,ALCANTARILLADO,ASEO" "libreros roldan jorge enrique" "PALACIO MUNICIPAL" "acoopenolesp1@hotmail.com" "7265423" 7265423 3113105936 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR EN MUNICIPIO MENOR" "COOPERATIVA" "PRIVADA" "39814" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "DISPOSICION FINAL" "0" "0" "41669" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "EL PENOL"
"1297" 22408 "ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO" 9002207006 "2019460351701358E" 52699 "NARINO" "SANTACRUZ" "ACUEDUCTO,ALCANTARILLADO,ASEO" "BERNAL CUARAN MONICA GENIT" "BARRIO OLAYA HERRERA" "EMPOVIDASANTACRUZ@GMAIL.COM" "8185213" 7281068 3137488966 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR EN MUNICIPIO MENOR" "COOPERATIVA" "MIXTA" "01 / sep / 2008" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "0" "0" "43532" "Actualizacion" "CERTIFICADA" "SI" NA "SANTACRUZ"
"1298" 22410 "ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO DE LA VEREDA EL SANGO" 8110265006 "2019460351701359E" 5318 "ANTIOQUIA" "GUARNE" "ACUEDUCTO" "RODRIGUEZ BLANDON JOSE RUPERTO" "AUT MEDELLIN BOGOTA Kilometro 19 VEREDA EL SANGO" "acuesango@une.net.co" "5512724" 5514769 3122695038 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "35876" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "42248" "Actualizacion" "APROBADA" "SI" NA "GUARNE"
"1299" 22413 "ASOCIACION DE USUARIOS DE ACUEDUCTO REGIONAL DE GUACHAVITA Y OTROS" 8000616708 "2019460351701360E" 25279 "CUNDINAMARCA" "FOMEQUE" "ACUEDUCTO" "MARTINEZ CASTRO ISRAEL" "Calle 3 No 2 48" "guillermina123@gmail.com" "8485503" 0 3138127952 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "32451" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41102" "Inscripción" "APROBADA" "SI" NA "FOMEQUE"
"1300" 22414 "BIOINGENIERIA TECNOLOGIA Y AMBIENTE SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS" 8290011587 "2019460351701361E" 68081 "SANTANDER" "BARRANCABERMEJA" "ASEO" "PARADA RUEDA ANDRES CAMILO" "Kilometro 1 8 Via Reten Aeropuerto Laureles" "gerencia@biotasa.com" "6106171" 6106171 3138849291 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "NACIONAL" "SOCIEDAD ANONIMA SIMPLIFICADA" "PRIVADA" "40756" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "0" "0" "43537" "Actualizacion" "CERTIFICADA" "SI" NA "BARRANCABERMEJA"
"1301" 22417 "JUNTA DE ACCION COMUNAL DE LA VEREDA RINCON SANTO" 8320039156 "2019460351701362E" 25200 "CUNDINAMARCA" "COGUA" "ACUEDUCTO" "CASTRO AVILA NESTOR RICARDO" "VEREDA RINCON SANTO SALON COMUNAL" "nestroc783@hotmail.com" "8502207" 8502215 3112236524 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA DE ACCION COMUNAL" "PRIVADA" "23970" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "39946" "Actualizacion" "APROBADA" "SI" NA "COGUA"
"1302" 22420 "ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS MORTIÑO OLIVO RINCON SANTO Y SUSAGUA DEL MUNICIPIO DE COGUA" 8320021851 "2019460351701363E" 25200 "CUNDINAMARCA" "COGUA" "ACUEDUCTO" "GARCIA RUBIANO MIGUEL ALFONSO" "vereda rincon santo" "jcastillo@gmail.com" "8548154" 8548154 3132836537 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "37409" "0" "0" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40749" "Inscripción" "APROBADA" "SI" NA "COGUA"
"1303" 22432 "EMPRESAS PUBLICAS DE YAGUARA S.A. E.S.P." 9002500773 "2019460351701364E" 41885 "HUILA" "YAGUARA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "ACOSTO HERNANDEZ ANGELICA MILENA" "CARRERA 4 No 3-93" "emsepuya@yahoo.com" "0" 8383066 3208339546 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "39753" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "APROVECHAMIENTO" "DISPOSICION FINAL" "TRATAMIENTO" "0" "43193" "Actualizacion" "ASIGNADA" "SI" NA "YAGUARA"
"1304" 22436 "ASOCIACION DE USUARIOS PROPIETARIOS ACUEDUCTO RURAL POZO DE LA NUTRIA" 8320094969 "2019460351701365E" 25377 "CUNDINAMARCA" "LA CALERA" "ACUEDUCTO" "NARANJO MESA FEDERICO GUILERMO" "VEREDA EL TRIUNFO" "pozonutria@yahoo.com.co" "8606332" 6347534 3153351605 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "37854" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41152" "Actualizacion" "APROBADA" "SI" NA "LA CALERA"
"1305" 22438 "JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA GRANADILLO" 8140065255 "2019460351701366E" 52260 "NARINO" "EL TAMBO" "ACUEDUCTO" "ARTEAGA SEGUNDO NECTARIO" "Vereda Granadillo" "ijimenezmelo@yahoo.es" "5216664" 5216664 3136450848 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "JUNTA ADMINISTRADORA" "PRIVADA" "37956" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41514" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "EL TAMBO"
"1306" 22439 "EMPRESA MUNICIPAL DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE COLOSO SUCRE S.A. E.S.P." 9002497310 "2019460351701367E" 70204 "SUCRE" "COLOSO" "ACUEDUCTO,ALCANTARILLADO,ASEO" "BELTRAN RIVERA MARCEL" "Calle real" "aguasdecoloso@gmail.com" "2499837" 0 3173784349 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "39815" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "0" "0" "43242" "Actualizacion" "Pendiente de Revision" "SI" NA "COLOSO"
"1307" 22440 "JUNTA ADMINISTRADORA DE ACUEDUCTO DEL BARRIO CLARITA BOTERO" 9002249301 "2019460351701368E" 73001 "TOLIMA" "IBAGUE" "ACUEDUCTO" "JUAN PABLO LAGUNA" "CARRERA 20 No 14A - 31" "acuaclarita@gmail.com" "2613311" 2631324 3123221801 "HASTA 2500 SUSCRIPTORES" "URBANO Y RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 2" "JUNTA ADMINISTRADORA" "PRIVADA" "39570" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43524" "Actualizacion" "CERTIFICADA" "SI" NA "IBAGUE"
